hg,z20,k20,zz20,kk20,jz,z20js,k20js,zc20js,kc20js
-1.25,1.108,2.009,1.076,1.858,-0.94,-0.43,0.75,-0.417,0.364
0,1.017,1.457,1.185,1.835,-1.44,-0.21,-0.16,-0.591,0.246
-2,1.05,2.022,0.869,2.155,-2.42,-0.37,1.09,-0.144,1.656
0.5,1.215,1.031,1.513,1.108,0.27,-0.27,-0.17,0.12,-0.401
1.25,2.49,1.157,2.618,0.899,1.99,1.2,0.14,1.485,-0.34
0.25,1.336,1.267,1.489,0.905,-0.36,0.13,-0.09,0.197,-0.447
0.25,1.088,0.617,1.122,0.523,0.62,-0.18,-0.7,-0.362,-0.608
-0.25,1.071,2.22,1.065,2.006,0.68,-0.12,0.79,-0.098,0.604
1.5,2.029,1.444,2.335,1.16,0.71,0.83,0.37,1.173,0.021
0.75,0.951,1.029,1.492,1.027,0.5,-0.17,-0.37,0.251,-0.145
0.25,1.979,1.346,2.02,1.552,0.73,1.12,0.19,0.89,0.439
0.5,1.121,1.046,1.434,0.868,0.74,-0.37,-0.6,0.029,-0.863
-1,1.163,2.5,0.83,1.949,-0.4,-0.44,1.22,-0.224,0.623
0,1.36,1.13,1.787,0.903,-1.26,-0.12,-0.31,0.348,-0.377
1.25,2.067,1.487,1.998,1.211,0.43,1.16,0.41,0.621,-0.167
0.5,1.482,1.081,1.45,1.235,2.66,-0.03,-0.09,0.139,0.024
0.25,1.085,1.066,1.014,0.936,1.31,-0.51,-0.26,-0.589,-0.197
0.25,1.612,1.413,1.612,1.668,0.37,0.57,0.04,0.366,0.24
-1.25,0.745,1.936,0.957,1.881,-1.61,-0.57,0.76,-0.069,0.497
-1,0.888,1.745,0.791,1.805,-0.3,-0.46,0.8,-0.301,0.777
0.75,2.215,1.119,2.474,0.887,0.81,0.81,-0.36,0.832,-0.639
1,1.259,1.019,1.235,1.067,2.08,0.06,-0.59,0.152,-0.369
0.5,1.355,1.113,1.639,0.823,0.03,0.29,-0.02,0.514,-0.471
0,1.019,1.049,1.341,1.146,1.34,-0.15,-0.2,-0.419,-0.353
-1,1.53,2.093,1.497,2.196,-2.08,0.07,1.09,0.112,1.567
1,2.474,1.128,2.59,0.905,1.38,1.26,-0.3,1.524,-0.369
1,1.165,0.89,1.503,1.007,0.37,-0.17,-0.45,0.118,-0.182
-0.75,1.301,2.364,1.705,2.05,-2.32,-0.01,1.16,0.335,0.731
1,2.174,0.69,2.538,0.693,0.54,0.96,-0.62,1.032,-0.456
0.5,0.908,1.005,0.923,0.918,-0.18,-0.3,-0.31,-0.297,-0.213
1.5,1.913,1.123,2.018,0.911,2.62,0.65,-0.48,0.588,-0.805
-0.25,0.956,1.269,1.345,1.581,0.89,-0.64,0.19,-0.012,0.511
1.25,1.942,1.151,2.302,0.867,0.62,0.74,0.02,1.159,-0.341
0.25,1.575,1.059,1.64,1.17,0.71,0.55,-0.12,0.399,-0.037
0.5,1.65,1.499,1.919,1.123,0.77,0.7,0.09,0.832,-0.471
-0.25,0.958,1.288,0.753,1.091,1.08,-0.76,0.28,-0.36,-0.308
0.25,1.529,0.817,1.467,0.732,-1.44,0.07,-0.73,0.089,-0.904
-0.5,0.751,0.91,0.835,1.123,0.76,-0.64,-0.29,-0.275,-0.205
1.25,2.336,1.494,2.477,1.299,2.3,1.01,0.47,1.413,0.198
0.25,1.128,1.323,1.522,0.907,0.25,-0.06,0.03,0.226,-0.362
-1,1.045,2.084,1.06,1.903,-1.74,-0.22,0.96,-0.475,0.507
2,1.86,0.819,1.956,1.045,0.97,0.51,-1.02,0.527,-0.522
0.75,1.158,1.101,1.324,0.852,0.94,-0.16,-0.63,0.074,-1.03
0.25,0.636,1.466,0.877,1.575,-0.12,-0.66,0.2,-0.148,0.195
0,1.443,1.714,1.491,1.891,1.03,0.56,0.76,0.43,0.852
-0.5,1.218,2.265,1.455,2.09,-2.32,0.02,1.14,-0.351,0.706
0,1.604,1.354,1.396,1.209,-1.37,0.58,0.38,0.205,-0.061
0.5,0.771,0.763,0.925,0.679,-0.35,-0.39,-0.59,-0.291,-0.467
-0.25,2.244,1.905,2.376,2.047,-0.47,1.14,0.78,0.853,1.309
0,0.958,1.194,1.175,1.327,-1.53,-0.94,-0.06,-0.477,0.104
0.25,0.8,1.245,1.198,0.85,1.03,-0.74,0.06,-0.192,-0.414
0.5,1.296,1.024,1.613,0.96,0.64,-0.01,-0.2,0.236,-0.168
-0.5,0.822,1.679,0.718,1.281,-1.4,-1,0.25,-0.593,-0.321
0.75,1.32,0.781,1.814,0.908,1.35,0.06,-0.7,0.446,-0.473
-0.25,1.738,2.073,1.939,1.968,-0.07,0.75,0.73,0.811,0.524
0.5,2.217,1.273,2.316,1.728,-0.2,0.96,0.08,1.176,0.589
-0.25,1.1,1.663,1.552,1.913,0.85,-0.25,0.62,0.301,0.996
0,0.943,0.925,0.918,0.717,0.11,-0.24,-0.54,-0.566,-0.906
-1.25,0.725,1.94,0.939,2.006,-1.45,-0.74,0.74,-0.25,0.653
-0.25,0.685,0.816,0.704,1.101,-0.99,-1.12,-0.3,-0.621,-0.181
-1.25,1.31,1.993,1.305,2.066,-1.25,0,0.93,-0.544,1.202
-0.25,0.808,1.29,0.98,0.849,-0.76,-0.46,-0.01,-0.105,-0.475
0,2.092,2.232,2.219,2.001,-0.75,0.8,0.98,1.121,0.545
1,1.26,1.53,1.478,1.333,0.16,0.08,0.48,0.353,0.234
0.75,1.368,1.354,1.521,1.371,-0.23,0.45,0.08,0.462,0.068
0.5,1.826,0.899,1.578,0.835,0.95,0.46,-0.98,0.148,-1.17
0.25,1.403,1.218,1.369,0.833,-1.02,0.25,-0.18,0.197,-0.506
0.5,0.841,0.852,1.031,1.065,-0.47,-1.02,-0.88,-0.568,-0.511
2,2.248,0.851,2.209,0.869,2.18,1.06,-0.67,1.032,-0.524
0.25,1.284,0.984,1.279,0.88,0.2,0.04,-0.25,-0.533,-0.205
-0.5,0.906,2.077,1.21,2.069,-3,-0.51,0.75,-0.104,0.633
0,1.445,1.451,1.601,1.005,0.45,0.17,0.51,0.231,-0.198
-0.75,1.302,1.375,2.015,1.633,-1.93,0.02,0.14,0.511,0.537
-0.25,0.759,1.678,0.846,1.975,-0.49,-0.35,0.52,-0.405,1.042
0.25,1.782,1.97,2.183,1.435,1.41,0.61,0.59,0.619,-0.214
2,2.011,0.792,1.948,0.665,2.2,0.89,-0.39,0.665,-0.497
0.5,1.81,1.435,1.606,1.266,-1.1,0.44,0.26,0.165,0.169
0.75,1.362,0.704,1.55,1.039,1.69,0.42,-0.47,0.472,-0.237
-0.75,1.436,2.296,1.508,1.981,-2.28,0.17,1.09,0.186,0.534
0,0.736,1.319,0.9,1.36,0.3,-0.56,0.12,-0.183,0.122
-0.5,0.984,1.91,1.08,1.847,-1.53,-0.25,0.69,-0.374,0.489
0.5,0.908,0.737,1.246,0.776,1.48,-0.5,-0.82,0.019,-0.682
0.5,1.194,1.307,1.661,1.134,0.2,-0.2,0.05,0.355,-0.161
1.25,1.847,0.895,1.919,1.043,2.02,0.68,-0.82,0.725,-0.521
1.25,1.9,0.844,2.132,0.818,2.66,0.54,-1,0.977,-1.006
-0.5,1.299,2.031,1.509,2.122,-1.6,0.07,1.01,0.366,1.195
0.25,1.366,0.741,1.522,0.632,0.68,0.14,-0.55,0.294,-0.668
-0.25,1.28,1.99,2.035,1.971,-0.95,0.07,0.81,0.48,1.045
1.25,2.31,0.63,2.295,0.958,2.08,1.11,-0.54,1.088,-0.273
0,1.352,0.91,1.314,0.662,0.24,0.16,-0.49,-0.402,-0.948
-0.25,0.707,1.407,0.95,0.972,0.47,-1.08,0.12,-0.597,-0.405
-0.5,0.783,1.914,1.081,1.407,0.65,-0.76,0.55,-0.184,-0.19
-0.25,0.837,1.31,0.81,0.776,-0.59,-0.87,-0.13,-0.569,-0.556
0,1.836,1.946,2.168,1.886,-0.34,0.61,0.49,0.679,0.372
2,2.05,1.025,2.09,0.923,2.12,1.25,-0.16,1.094,-0.161
0.5,1.353,1.328,1.478,1.045,2.03,-0.14,0.4,0.098,-0.033
0.5,0.907,0.731,0.922,0.821,0.72,-0.38,-0.78,-0.179,-0.628
0.5,0.952,0.881,1.241,1.002,0.18,-0.36,-0.83,0.018,-0.571
0.5,1.241,0.652,1.388,0.802,0.25,0.35,-1.18,0.365,-1.006
0.25,0.577,1.218,0.829,1.241,0.02,-0.65,-0.03,-0.477,0.125
-0.25,2.391,2.069,2.377,2.103,0.47,1.18,1.13,1.2,1.367
0.75,2.09,1.289,2.061,1.273,1.98,0.89,-0.01,0.892,0.04
-0.5,1.244,1.386,1.688,1.633,1.26,-0.19,-0.09,0.368,0.505
0.25,0.884,1.198,1.078,0.967,-0.14,-0.26,-0.1,-0.366,-0.266
-0.25,1.84,1.786,1.715,1.848,-1.44,0.48,0.34,0.282,0.356
-0.25,1.439,1.859,1.358,1.87,0.6,0.16,0.62,0.022,0.52
-0.5,1.25,2.111,1.303,2.102,-2.32,-0.2,0.79,-0.155,0.658
0.25,1.555,1.242,1.383,0.805,-0.02,0.25,-0.18,-0.104,-0.514
0,1.766,1.154,1.648,1.084,-0.69,0.5,0.15,0.312,0.048
0,0.662,0.77,1.059,0.864,0.92,-0.91,-0.47,-0.201,-0.218
-0.5,0.769,2.11,0.933,2.218,-0.23,-1.1,0.91,-0.711,1.391
-1.25,0.986,2.285,0.975,2.015,-0.79,-0.64,1.01,-0.487,0.628
1,1.717,0.888,2.247,0.725,1.24,0.51,-0.35,1.258,-0.583
0,1.113,0.418,1.691,0.799,-3,-0.29,-1.04,0.004,-0.722
0.5,1.27,1.204,1.399,1.053,0.95,-0.11,-0.14,0.034,-0.15
1.5,2.068,0.878,2.108,0.709,1.57,1.22,-0.4,0.971,-0.889
0,0.669,1.105,1.098,1.276,-1.66,-0.89,-0.3,-0.177,0.143
0.25,0.774,0.967,1.017,1.143,0.95,-0.46,-0.73,-0.419,-0.499
0.25,1.217,0.935,1.714,0.846,1.34,-0.26,-0.94,0.413,-0.945
1,2.38,1.791,2.389,1.399,0.61,1.17,0.53,1.196,-0.186
0,0.838,0.74,1.024,0.655,-1.12,-0.46,-0.65,-0.096,-1.051
-0.75,2.027,2.175,2.076,2.125,-2.35,0.83,1.37,0.748,1.487
1,2.129,1.231,2.185,0.843,0.02,0.8,-0.1,0.685,-0.476
0.25,1.083,1.665,1.331,1.428,0.14,-0.36,0.37,0.001,0.219
-0.5,1.159,1.742,1.274,1.831,-1.31,0.15,0.58,0.12,0.349
-0.25,0.41,1.385,0.813,1.54,0.22,-1.12,-0.05,-0.488,0.374
0.5,1.444,0.716,1.227,0.744,0.74,0.13,-0.81,-0.434,-0.756
0,1.418,2.002,1.469,1.961,-1.67,-0.01,0.75,0.096,0.569
0.25,0.699,1.029,0.891,0.74,-0.13,-1.12,-0.25,-0.705,-0.554
1,1.69,0.525,2.15,0.938,1.33,0.26,-0.69,0.977,-0.347
-0.25,1.043,1.29,0.954,1.013,-2.08,-0.59,0.02,-0.497,-0.317
0.5,1.863,1.247,1.62,0.76,-0.26,0.55,-0.19,0.236,-0.565
-0.25,1.374,2.01,1.371,2.12,0.27,0.08,0.68,0.087,1.174
-0.75,0.933,2.393,1.176,2.117,-2.38,-0.37,1.12,-0.042,0.682
0.5,1.22,0.819,1.429,0.907,-0.03,0.17,-0.34,0.218,-0.173
2.25,2.191,1.207,2.206,0.826,1.65,1.33,-0.08,1.132,-0.447
0.5,1.122,1.05,1.364,1.251,-0.44,-0.37,-0.35,-0.139,0.16
0.25,0.402,0.856,0.756,0.889,-1.43,-1.12,-0.96,-0.538,-0.846
-1.25,0.836,1.707,1.236,1.674,-2.32,-0.77,0.54,-0.113,0.202
-0.5,0.821,1.537,1.004,1.569,-1.64,-0.49,0.05,-0.194,0.306
1.25,2.391,1.591,2.432,1.279,2.62,1.16,0.3,1.24,0.115
-0.25,0.823,1.775,1.016,1.431,0.6,-0.33,0.52,-0.411,-0.142
0.5,2.029,0.865,2.05,0.782,1.75,0.78,-0.52,0.692,-0.91
0.5,1.267,1.007,1.717,1.12,1,-0.18,-0.68,0.144,-0.51
-1.25,1.253,2.051,1.7,2.106,1,-0.21,1.21,0.405,1.308
0.75,2.146,1.135,2.322,1.002,0.67,0.72,0.01,0.772,0.006
1.25,1.474,0.723,1.552,0.669,0.74,-0.01,-0.85,0.134,-0.881
0.5,0.798,0.989,1.095,1.105,1.7,-1.12,-0.46,-0.597,-0.044
0.5,2.07,1.733,2.005,1.821,0.2,1.2,0.51,0.841,0.467
0,1.128,0.945,0.956,0.71,1.1,-0.6,-0.42,-0.618,-0.672
0.5,1.197,1.463,1.461,1.133,-0.39,0.03,0.08,0.294,-0.088
0.5,0.848,0.534,1.172,0.783,1.94,-0.53,-0.92,-0.041,-0.727
0.25,1.188,0.746,1.545,0.949,2.06,-0.27,-0.36,0.256,-0.09
0.5,2.126,1.24,2.069,1.032,0.08,0.81,-0.25,0.658,-0.167
0.25,2.355,2.007,2.443,2.084,1.2,1,0.55,1.215,0.653
0.75,1.703,1.201,1.554,0.99,-0.66,0.44,-0.24,0.185,-0.297
0.5,1.454,1.245,1.416,1.278,1.77,0.08,-0.53,-0.022,-0.419
0,0.708,0.842,1.151,0.751,1.62,-0.87,-1.06,-0.211,-1.05
-1.75,0.989,2.057,1.277,2.088,-1.1,-0.45,1.18,-0.172,1.186
1,1.906,1.248,2.118,0.789,1.46,0.46,-0.18,0.644,-0.583
0,0.926,1.233,1.144,1.162,-1.8,-0.43,0.07,-0.13,0.107
0,1.275,0.831,1.477,0.767,-0.91,-0.16,-0.54,-0.016,-0.912
0.75,1.638,1.529,2.262,1.393,0.75,0.46,0.05,1.153,0.192
-0.25,0.699,2.084,0.936,2.021,0.16,-0.54,0.71,-0.443,1.23
0,0.583,1.729,0.801,1.462,1.12,-0.92,0.41,-0.387,-0.059
-1,1.145,2.247,1.635,1.873,-3,-0.29,0.94,0.081,0.465
0.25,0.91,1.082,1.133,0.922,-1.49,-0.95,-0.47,-0.505,-0.352
0.5,1.658,1.088,1.704,0.636,1.67,0.34,-0.32,0.282,-0.739
0,1.103,0.6,1.695,0.948,-0.02,-0.28,-0.9,0.512,-0.612
-0.25,1.188,0.694,1.057,0.535,0.95,-0.58,-0.91,-0.586,-1.024
-0.75,1.176,2.262,1.492,1.964,-0.63,0.01,1.02,0.328,0.636
1.5,1.665,1.605,2.357,1.17,2.12,0.43,0.21,1.19,-0.046
0.75,1.458,0.685,1.581,0.93,0.74,-0.01,-0.6,0.131,-0.188
-0.25,2.078,1.952,1.908,1.982,0.91,0.72,0.48,0.484,0.6
2,1.955,1.43,2.025,1.151,1.38,1.12,-0.02,0.904,-0.043
0.75,0.814,0.933,1.028,1.143,-1.33,-0.55,-0.51,-0.141,-0.003
0.5,0.794,1.044,1.191,1.132,1.65,-0.6,-0.77,-0.209,-0.551
1.25,2.277,2.177,2.298,2.064,1.68,0.98,0.94,1.139,1.165
0.75,1.067,1.165,1.241,0.653,-0.86,-0.34,-0.15,-0.087,-0.672
-1.25,0.588,1.916,0.845,2.106,-1.6,-1.02,1.1,-0.299,1.202
-1,1.477,1.578,1.528,1.245,-0.69,0.09,0.17,0.039,0.007
-0.25,1.582,1.685,1.588,1.373,-0.79,0.14,0.35,0.044,-0.098
0.5,0.82,1.112,1.068,1.139,-0.11,-0.77,-0.05,-0.347,0.085
-1.25,0.639,1.692,0.917,1.724,-2.32,-0.77,0.4,-0.514,0.377
0,1.06,0.858,1.562,0.751,1.66,-0.54,-0.56,-0.101,-0.857
1,1.793,1.072,2.1,0.917,2.33,0.11,-0.73,0.639,-0.868
0,1.162,0.781,1.721,0.756,-0.14,-0.15,-0.59,0.642,-0.84
-0.25,0.923,1.792,1.135,1.526,-0.44,0.16,0.41,0.544,0.085
0,1.083,0.806,1.036,1.12,0.32,-0.69,-0.59,-0.674,0.018
-1.25,1.051,2.292,1.251,2.105,-1.05,-0.61,0.98,-0.374,0.804
0.25,1.407,0.919,1.376,0.857,0.81,0.02,0.55,-0.063,0.382
-0.75,1.55,1.799,1.516,1.818,-0.04,0.24,0.45,-0.017,0.43
1.25,1.938,1.686,1.828,1.28,2.33,0.97,0.22,0.774,0.027
1.25,1.841,0.884,2.118,0.984,2.66,0.1,0.31,0.646,0.3
1,2.035,0.955,1.823,0.783,2.03,0.9,-0.62,0.483,-0.505
-0.5,0.985,1.058,1.207,1.116,0.32,-0.56,-0.17,-0.22,0.003
0.75,1.784,1.082,1.73,1.049,2.03,0.4,-0.68,0.256,-0.58
0.25,1.03,0.904,1.226,0.92,0.65,-0.74,0.13,-0.346,0.107
-0.25,0.961,1.91,1.083,1.902,1.28,0.56,0.79,0.574,1.001
0,0.996,1.319,1.591,0.7,-0.27,-0.57,-0.01,-0.018,-0.619
-0.5,0.977,2.08,1.509,2.117,-1.44,-0.32,1.23,0.461,1.046
1,1.532,0.846,1.842,0.964,1.02,-0.02,0.13,0.685,0.133
1.75,1.823,1.025,2.519,0.584,2.68,0.46,-0.51,1.308,-0.964
-1,0.81,2.27,1.187,2.204,0.03,-0.58,1.09,-0.206,0.968
-0.25,0.765,1.864,1.188,1.786,-1.2,-0.48,0.24,0.002,0.243
0,1.318,1.519,1.369,1.269,0.33,-0.06,0.21,-0.061,0.018
0,1.007,0.981,1.112,0.88,-0.44,0.17,0.55,0.513,0.375
0.5,1.353,1.009,1.747,0.898,1.05,0.09,-0.67,0.649,-0.831
0.25,1.509,0.977,1.486,1.114,0.48,0.21,-0.32,-0.036,0.003
-1,0.964,2.007,1.223,1.81,-1.34,-0.56,0.35,-0.216,0.258
1,1.561,0.822,1.757,1.118,0.31,0,-0.56,0.293,0.017
-0.75,1.688,2.244,1.755,2.063,0.35,0.35,1.06,0.291,0.845
1.25,2.058,0.71,1.852,0.741,1.93,1.21,-0.53,0.758,-0.763
0,0.809,1.036,0.794,0.731,2.66,0.06,-0.51,0.185,-0.559
0,1.12,1.32,1.075,1.107,-2.32,-0.54,-0.06,-0.641,-0.106
0.75,1.927,1.811,2.347,1.844,2.03,0.52,0.69,1.131,0.944
0.5,0.806,0.914,1.223,0.925,-0.02,-0.57,0.28,-0.122,0.07
0.75,1.098,1.167,1.254,1.022,2.64,-0.25,0.25,0.137,0.125
-0.5,0.902,1.948,1.062,1.842,0.58,0.46,0.59,0.542,0.441
0,1.474,1.386,1.402,0.746,0.41,0.05,0.23,0.02,-0.566
-0.75,1.098,1.711,1.054,1.206,-1.8,-0.51,0.25,-0.608,-0.094
1.25,2.34,1.438,2.433,1.263,2.66,1.1,0.14,1.216,0.017
0.5,0.695,1.005,1.165,0.573,2.01,-0.46,-0.46,0.022,-0.924
-0.25,0.895,1.622,1.475,1.435,0.52,-0.78,0.28,-0.066,0.003
1,1.76,0.889,1.818,0.683,0.07,0.79,-0.47,0.46,-0.757
0.25,1.843,1.477,2.3,1.628,-0.72,0.57,-0.23,0.899,0.22
0.75,1.369,1.076,1.335,0.967,1.75,-0.04,-0.5,-0.136,-0.609
0,0.895,0.681,0.898,0.686,-0.44,0.22,-0.43,0.402,-0.808
1,2.006,1.224,2.152,1.232,0.6,0.59,-0.13,0.888,0.063
0,1.045,0.81,1.259,1.055,-1.25,-0.44,-0.56,-0.091,-0.043
-0.25,0.949,1.324,1.201,1.265,-1.6,-0.83,-0.18,-0.359,-0.003
-0.25,1.083,1.614,1.21,1.747,-0.29,0.08,0.53,0.523,0.764
0,1.726,1.947,1.758,1.738,-1.74,0.2,0.33,0.299,0.156
0.5,1.831,0.823,1.782,0.802,1.67,0.4,0.37,0.33,0.247
-0.75,1.498,2.384,1.772,2.272,-0.43,0.4,1.17,0.736,1.01
1.75,1.915,0.877,1.837,0.717,0.58,0.79,-0.79,0.551,-0.708
-0.75,0.668,1.986,1.021,1.829,-2.24,-0.56,0.58,-0.078,0.388
0,0.733,1.221,1.219,1.238,0.63,-0.63,-0.18,-0.119,-0.083
0.5,1.139,1.058,1.289,0.906,1.77,-0.16,0.41,0.094,0.049
0.5,0.847,0.809,0.98,0.76,0.49,0.36,-0.98,0.431,-1.075
0.75,1.968,1.468,2.171,0.872,1.82,0.39,0.42,0.928,-0.374
1,1.522,1.084,1.809,0.701,1.34,0.4,-0.31,0.464,-0.846
1.5,2.396,1.062,2.408,0.981,1.93,1.13,0.06,1.268,0.002
0,1.358,1.734,1.253,1.587,-2.35,-0.09,0.35,-0.241,0.143
-0.5,0.775,1.711,1.445,1.32,-0.85,-0.87,0.2,-0.077,0.028
-1.25,1.235,1.84,1.033,2.021,-0.73,-0.27,0.71,-0.635,1.055
-0.75,0.793,2.006,1.137,1.973,-2.35,-0.86,0.59,-0.473,0.521
0,1.318,1.117,1.696,1.268,0.95,0.21,-0.18,0.662,0.142
0.75,2.109,0.99,2.308,0.826,2.33,0.54,0.42,1.069,0.242
1.25,2.408,1.527,2.42,1.676,2.03,1.33,0.52,1.463,0.717
0,0.98,1.331,1.226,1.42,0.06,-0.26,-0.13,0.513,0.278
1.5,1.743,0.678,1.74,1.095,1.65,0.61,-0.74,0.5,-0.002
0.75,1.157,1.23,1.041,1.008,0.68,0.45,-0.26,0.575,-0.617
1.25,1.737,1.063,1.663,0.647,1.69,0.21,-0.44,0.213,-1.009
0.5,1.759,0.654,1.806,0.632,-1.22,0.43,-0.57,0.404,-0.972
0.75,1.378,0.639,1.309,0.763,1.31,0.02,-0.95,-0.073,-0.614
0.75,1.114,0.958,1.263,0.704,0.28,-0.18,-0.62,0.112,-1.114
0.25,1.364,1.254,1.108,1.068,0.34,-0.11,0.54,-0.397,0.128
0.25,0.961,0.632,1.141,0.976,-1.31,-0.28,-0.9,0.402,-0.343
-0.25,1.206,1.352,1.032,0.814,0.42,-0.34,0.32,-0.623,-0.487
0.25,2.122,1.679,2.117,1.762,0.48,0.69,0.41,0.871,0.579
-0.25,0.921,1.49,1.254,1.354,0.2,-0.53,0.08,-0.089,0.039
-1,0.95,2.098,1.081,2.287,-2.08,0.29,1.05,0.443,0.97
-0.25,0.521,1.917,0.88,1.474,-0.13,-0.8,0.51,-0.257,0.128
0.5,1.381,1.965,1.808,1.917,0.58,0.42,0.67,0.49,0.679
-0.75,0.626,2.109,1.376,1.648,-1,-0.94,0.6,-0.135,0.111
0,0.62,0.571,1.154,0.62,0.59,-0.91,-0.74,-0.237,-0.953
1.25,1.843,1.102,1.758,0.901,1.15,0.46,-0.21,0.263,-0.319
0.75,1.229,1.083,1.14,0.538,-0.54,0.49,-0.42,0.664,-1.081
-0.25,1.34,1.946,1.463,1.518,-0.41,-0.02,0.45,0.069,-0.016
0.5,1.413,1.517,1.913,1.572,0.89,0.37,0.03,0.601,0.373
1,1.525,1.265,1.765,0.826,0.41,0.08,0.28,0.631,-0.477
-0.25,0.938,1.805,1.174,1.759,-0.13,-0.63,0.46,-0.443,0.464
0.75,1.052,1.121,1.18,0.988,0.03,0.26,-0.37,0.474,-0.564
1.25,2.604,1.251,2.383,1.144,1.62,1.6,0.01,1.186,0.068
-1,1.164,1.518,1.442,1.559,-2.35,0.04,0.21,-0.037,0.062
0.75,1.627,0.794,1.266,0.715,-0.94,0.09,-0.82,-0.248,-0.662
0.75,1.239,1.08,1.722,0.823,0.29,0.19,-0.21,0.729,-0.393
0,1.059,0.92,1.031,0.57,1.7,-0.49,-0.63,-0.61,-1.192
0,1.061,1.151,1.289,0.81,0.24,-0.39,0.34,-0.067,0.157
0,1.232,1.592,1.298,1.704,0.76,-0.11,0.61,0.09,0.801
1.25,1.965,0.547,2.402,0.917,2.68,0.45,-0.93,1.168,-0.397
0,1.758,2.158,2.027,2.351,-0.55,0.27,1.34,0.802,1.264
0.75,1.903,1.365,1.824,1.027,1.06,0.5,0.54,0.466,0.065
0.75,2.097,2.084,2.038,1.571,1.69,0.7,0.58,0.796,0.194
0,0.579,1.273,0.802,1.286,0.88,-0.73,-0.08,-0.292,-0.022
0.25,1.042,1.06,1.151,0.527,-0.35,-0.5,-0.38,-0.414,-1.04
0,1.128,1.388,1.336,1.262,0.92,0.25,-0.02,0.605,0.139
1.25,1.416,1.037,1.754,0.928,2.35,0.49,-0.56,0.488,-0.673
-0.75,1.058,1.985,1.239,1.681,-1.01,-0.22,0.52,0.394,0.122
-1,1.317,1.627,1.237,1.694,-3,0.47,0.08,0.67,0.447
0.5,2.005,1.154,1.928,0.769,-0.2,0.55,0.15,0.517,-0.588
1.25,2.175,1.615,2.144,1.625,2.64,1.26,0.09,1.168,0.265
-0.25,1.428,2.102,1.434,1.599,-1.06,0.19,0.6,0.128,0.23
0,0.838,0.527,1.409,0.571,1.34,-0.69,-0.89,-0.153,-0.966
-1,0.536,2.075,1.071,1.914,-0.53,-0.95,0.69,-0.353,0.344
-1.25,0.999,2.151,1.283,2.453,-2.28,-0.44,1.23,-0.066,1.299
1,1.885,1.602,2.414,1.613,2.68,0.47,0.09,1.185,0.259
-0.25,1.131,1.327,1.708,1.63,1.06,0,0.44,0.714,0.725
1.75,1.474,1.201,1.955,0.739,2.64,-0.1,-0.39,0.726,-1.007
0.25,0.956,1.077,1.011,0.807,0.04,-0.58,-0.22,-0.678,-0.405
1,1.973,2.106,1.937,1.808,1.7,0.47,0.72,0.699,0.451
0.25,0.537,1.105,0.786,0.793,1.05,-0.88,0.18,-0.427,0.113
0.5,2.12,1.38,1.864,1.201,1.7,0.67,-0.02,0.318,0.104
0,1.472,1.279,1.333,1.441,0.73,0.56,-0.02,0.697,0.239
0.5,0.586,0.882,0.989,0.665,0.12,-0.85,-0.58,-0.386,-0.681
1,1.373,0.877,1.453,0.97,-0.46,-0.02,-0.61,0.188,-0.499
0.5,1.023,0.924,1.31,0.792,0.24,0.1,-0.42,0.552,-0.487
-0.5,1.314,1.591,1.285,1.71,-0.26,0.02,-0.02,-0.075,0.368
0,1.237,0.453,1.268,0.898,2.3,-0.3,-1.05,-0.346,-0.469
1.25,2.306,1.482,2.235,0.974,1.87,1.24,0.55,1.153,0.004
0.75,1.462,0.707,1.898,0.499,1.82,0.54,-0.76,0.626,-1.027
-0.5,1.249,1.953,1.734,1.779,-1.09,0.12,0.44,0.7,0.167
0.5,1.055,0.979,1.254,0.517,1.05,-0.25,-0.41,0.386,-1.039
0,1.45,2.049,1.261,1.652,-0.57,-0.07,0.65,-0.243,0.282
0,1.943,1.749,1.949,1.587,-1.41,0.23,0.41,0.647,0.08
-0.25,0.444,1.345,0.849,1.205,-0.85,-0.93,0.05,-0.599,0.102
0,1.307,1.493,1.199,1.453,0.91,0.02,0.51,-0.234,0.494
1.25,1.894,1.353,2.257,0.688,2.37,0.56,-0.24,1.018,-1.051
1.25,1.854,1.3,1.959,1.54,3,0.39,-0.27,0.826,0.134
1.25,1.499,1.163,1.855,0.717,2.04,-0.06,0.22,0.671,-0.009
0.25,0.652,1,0.951,1.034,0.02,-0.8,-0.54,-0.278,-0.493
-1.25,0.906,2.44,1.32,2.464,-3,-0.44,1.38,-0.19,1.212
-0.25,1.019,1.783,1.217,1.736,1.22,-0.32,0.06,-0.125,0.086
0.5,2.068,1.244,1.881,0.754,0.04,0.67,0.12,0.384,-0.717
0.75,1.392,1.094,1.27,0.79,0.54,0.45,-0.23,0.619,-0.417
0.75,1.339,0.767,1.303,0.776,-0.07,0.05,-0.73,0.084,-0.517
0,1.266,1.341,1.383,1.352,-0.54,-0.27,0.06,-0.279,0.154
0.5,1.279,1.485,1.759,0.858,0.6,0.2,0.51,0.726,-0.121
0.25,1.072,0.82,1.229,0.489,-0.18,-0.33,-0.43,0.298,-1.026
-0.25,1.374,1.615,1.856,1.639,-2.38,0.21,0,0.495,0.329
0.75,1.946,0.496,1.937,0.784,-0.89,0.34,-0.87,0.607,-0.552
-0.25,1.079,1.925,1.404,1.691,-1.15,0.07,0.49,0.622,0.316
